_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ask_question_here,ask_question_here:confidence,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment:confidence,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment:confidence,_created_at,orig__golden,orig__unit_id,_updated_at,orig_q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold_reason,orig_q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold_reason,w1,w2,w3,w4
802940535,false,finalized,8,10/7/2015 21:37:27,,,relax and chill,0.6187,liquor store,0.8757,9/25/2015 13:39:13,,796449934,9/29/2015 02:34:42,,,,,,,start,little stud,liquor store,relax and chill
802940536,false,finalized,8,10/8/2015 04:02:59,,,mean a lottttt,0.7779,waited all year,0.521,9/25/2015 13:39:13,,796449935,9/29/2015 02:34:42,,,,,,,mean a lottttt,proven,dark knight gown,waited all year
802940537,false,finalized,8,10/7/2015 18:24:20,,,highly,1.0,absolutely no sense,0.6236,9/25/2015 13:39:13,,796449936,9/29/2015 02:34:42,,,,,,,grunt,absolutely no sense,highly,froze
802940538,false,finalized,8,10/8/2015 13:37:19,,,wonderful,0.8643,like im invisible,1.0,9/25/2015 13:39:13,,796449937,9/29/2015 02:34:42,,,,,,,like im invisible,wonderful,hidden gems,pick
802940539,false,finalized,8,10/7/2015 19:12:50,,,kind stranger,1.0,hurts even more,0.8784,9/25/2015 13:39:13,,796449938,9/29/2015 02:34:42,,,,,,,kind stranger,hurts even more,need her back,quit working
802940540,false,finalized,8,10/8/2015 14:30:47,,,awesome as hell,1.0,talk too much,0.8895,9/25/2015 13:39:13,,796449939,9/29/2015 02:34:42,,,,,,,count down,talk too much,augmented,awesome as hell
802940541,false,finalized,8,10/7/2015 11:44:00,,,solved the problem,0.5004,need volunteers,0.7475,9/25/2015 13:39:13,,796449940,9/29/2015 02:34:42,,,,,,,solved the problem,subject,need volunteers,chocolate
802940542,false,finalized,8,10/7/2015 19:03:20,,,a little brighter,0.5043,bills,1.0,9/25/2015 13:39:13,,796449941,9/29/2015 02:34:42,,,,,,,donation,bills,promise,a little brighter
802940543,false,finalized,8,10/7/2015 21:29:25,,,smell yummy,1.0,super headache,1.0,9/25/2015 13:39:13,,796449942,9/29/2015 02:34:42,,,,,,,smell yummy,need to drive,super headache,allergy
802940544,false,finalized,8,10/7/2015 17:51:29,,,a little kid,0.7656,young blood,0.4878,9/25/2015 13:39:13,,796449943,9/29/2015 02:34:42,,,,,,,a little kid,sing with braces,info,young blood
802940545,false,finalized,8,10/7/2015 13:58:05,,,white,1.0,paranoid,0.7396,9/25/2015 13:39:13,,796449944,9/29/2015 02:34:42,,,,,,,white,little drive,truly missed,paranoid
802940546,false,finalized,8,10/7/2015 17:55:28,,,adapter,0.8705,dread going back,0.5051,9/25/2015 13:39:13,,796449945,9/29/2015 02:34:42,,,,,,,lie,dread going back,rules,adapter
802940547,false,finalized,8,10/8/2015 03:20:52,,,well deserved break,0.5298,hot self shot,0.457,9/25/2015 13:39:13,,796449946,9/29/2015 02:34:42,,,,,,,great capture,happy to oblige,well deserved break,hot self shot
802940548,false,finalized,8,10/7/2015 19:34:34,,,happiness overload,1.0,longer,0.757,9/25/2015 13:39:13,,796449947,9/29/2015 02:34:42,,,,,,,longer,solved,happiness overload,lemme
802940549,false,finalized,8,10/7/2015 20:31:40,,,latest issue,0.8735,shit,0.8772,9/25/2015 13:39:13,,796449948,9/29/2015 02:34:42,,,,,,,latest issue,shit,slip,burns
802940550,false,finalized,8,10/7/2015 22:29:59,,,long time friends,0.6348,perfect storm,0.8868,9/25/2015 13:39:13,,796449949,9/29/2015 02:34:42,,,,,,,hope,long time friends,perfect storm,serve
802940551,false,finalized,8,10/8/2015 03:20:52,,,close friends,1.0,pop,0.6331,9/25/2015 13:39:13,,796449950,9/29/2015 02:34:42,,,,,,,close friends,miss twitterworld,pop,money
802940552,false,finalized,8,10/7/2015 18:17:24,,,chocolate fudge cake,0.5106,loud enough,0.6311,9/25/2015 13:39:13,,796449951,9/29/2015 02:34:42,,,,,,,today,chocolate fudge cake,smell the roses,loud enough
802940553,false,finalized,8,10/7/2015 13:46:43,,,real,1.0,posers,0.5073,9/25/2015 13:39:13,,796449952,9/29/2015 02:34:42,,,,,,,posers,real,urgent care,we need support
802940554,false,finalized,8,10/7/2015 19:14:54,,,peaceful protest,0.7515,nobody loves me,1.0,9/25/2015 13:39:13,,796449953,9/29/2015 02:34:42,,,,,,,nobody loves me,paint,peaceful protest,director's
802940555,false,finalized,8,10/7/2015 22:29:59,,,fair game,1.0,wound,0.5173,9/25/2015 13:39:13,,796449954,9/29/2015 02:34:42,,,,,,,wound,you poor baby,fair game,rear view
802940556,false,finalized,8,10/7/2015 11:32:18,,,epic,0.8888,reserve,0.739,9/25/2015 13:39:13,,796449955,9/29/2015 02:34:42,,,,,,,reserve,epic,actual,lounge
802940557,false,finalized,8,10/7/2015 18:08:23,,,open mind,1.0,too relaxed,0.629,9/25/2015 13:39:13,,796449956,9/29/2015 02:34:42,,,,,,,open mind,game,offer,too relaxed
802940558,false,finalized,8,10/7/2015 20:18:46,,,cutie,0.7484,#finallyinthehotel,0.4995,9/25/2015 13:39:13,,796449957,9/29/2015 01:26:20,,,,,,,new spot,#finallyinthehotel,time,cutie
802940559,false,finalized,8,10/7/2015 20:57:36,,,score,1.0,bodies were found,0.7465,9/25/2015 13:39:13,,796449958,9/29/2015 02:34:42,,,,,,,braces,completely unusable,score,bodies were found
802940560,false,finalized,8,10/8/2015 12:52:05,,,back,0.8734,absolute garbage,1.0,9/25/2015 13:39:13,,796449959,9/29/2015 02:34:42,,,,,,,back,found the debris,madness,absolute garbage
802940763,false,finalized,8,10/8/2015 08:31:39,,,sexy beast,0.6044,posioning,1.0,9/25/2015 13:39:13,,796449960,9/29/2015 02:34:42,,,,,,,pet,care,sexy beast,posioning
802940764,false,finalized,8,10/7/2015 06:02:17,,,hey little angel,0.8797,sigh,1.0,9/25/2015 13:39:13,,796449961,9/29/2015 19:03:19,,,,,,,good long look,hey little angel,sigh,lovely shot
802940765,false,finalized,8,10/7/2015 05:25:05,,,happy tears,1.0,sad,0.8691,9/25/2015 13:39:13,,796449962,9/29/2015 02:34:42,,,,,,,happy tears,little lamb,tears,sad
802940766,false,finalized,8,10/8/2015 14:11:44,,,won,0.644,bleeds,1.0,9/25/2015 13:39:13,,796449963,9/29/2015 02:34:42,,,,,,,deserved,won,love the smell,bleeds
802940767,false,finalized,8,10/8/2015 12:32:41,,,luck,1.0,found dead,1.0,9/25/2015 13:39:13,,796449964,9/29/2015 02:34:42,,,,,,,found dead,not necessarily sad,like zombie,luck
802940768,false,finalized,8,10/7/2015 19:39:16,,,top,0.8715,condolences,0.752,9/25/2015 13:39:13,,796449965,9/29/2015 02:34:42,,,,,,,condolences,less cool,top,little
802940769,false,finalized,8,10/7/2015 19:08:41,,,crazy stupid love,0.7523,lonely new years,0.6306,9/25/2015 13:39:13,,796449966,9/29/2015 02:34:42,,,,,,,lonely new years,football addict,pill,crazy stupid love
802940770,false,finalized,8,10/8/2015 04:29:05,,,haven't looked back,1.0,junk,0.7719,9/25/2015 13:39:13,,796449967,9/29/2015 19:03:19,,,,,,,junk,haven't looked back,working out alone,please leave comments
802940771,false,finalized,8,10/8/2015 14:12:43,,,my little prince,0.7461,dreading work today,0.8745,9/25/2015 13:39:13,,796449968,9/29/2015 02:34:42,,,,,,,my little prince,slow dance,bloody great,dreading work today
802940772,false,finalized,8,10/7/2015 10:35:27,,,seriously love you,1.0,won't even bother,0.4965,9/25/2015 13:39:13,,796449969,9/29/2015 02:34:42,,,,,,,well gutted,cheap beer,seriously love you,won't even bother
802940773,false,finalized,8,10/7/2015 13:58:05,,,nice long walk,0.8711,invisible,0.6293,9/25/2015 13:39:13,,796449970,9/29/2015 02:34:42,,,,,,,invisible,away,more,nice long walk
802940774,false,finalized,8,10/7/2015 23:33:40,,,food,0.7662,fighting fit,0.5021,9/25/2015 13:39:13,,796449971,9/29/2015 02:34:42,,,,,,,fell,food,fighting fit,left
802940775,false,finalized,8,10/7/2015 17:33:11,,,authentic,0.8756,you're just jealous,1.0,9/25/2015 13:39:13,,796449972,9/29/2015 02:34:42,,,,,,,freudian slip,whatever works,you're just jealous,authentic
802940776,false,finalized,8,10/8/2015 12:14:34,,,gems,0.7565,mean friends,1.0,9/25/2015 13:39:13,,796449973,9/29/2015 02:34:42,,,,,,,gems,clean,mean friends,lazy afternoon
802940777,false,finalized,8,10/7/2015 23:19:08,,,clear,0.4842,sneak,1.0,9/25/2015 13:39:13,,796449974,9/29/2015 02:34:42,,,,,,,sneak,looked,notice,clear
802940778,false,finalized,8,10/8/2015 00:51:28,,,cream,0.6288,isn't doing well,1.0,9/25/2015 13:39:13,,796449975,9/29/2015 02:34:42,,,,,,,late,best fight,cream,isn't doing well
802940779,false,finalized,8,10/8/2015 02:52:56,,,donated blood,0.501,computer just froze,0.8746,9/25/2015 13:39:13,,796449976,9/29/2015 02:34:42,,,,,,,details,dental,donated blood,computer just froze
802940780,false,finalized,8,10/8/2015 06:36:10,,,world,0.7471,sorry honey,0.6469,9/25/2015 13:39:13,,796449977,9/29/2015 02:34:42,,,,,,,world,sorry honey,boring,super slow
802940781,false,finalized,8,10/7/2015 17:26:03,,,missed,0.6325,suck,0.7616,9/25/2015 13:39:13,,796449978,9/29/2015 02:34:42,,,,,,,missed,refuses,store was closed,suck
802940782,false,finalized,8,10/7/2015 22:08:31,,,pay,0.7591,won't come back,0.6283,9/25/2015 13:39:13,,796449979,9/29/2015 02:34:42,,,,,,,weight,won't come back,pay,full of snot
802940783,false,finalized,8,10/7/2015 22:07:34,,,cool,1.0,coughing,1.0,9/25/2015 13:39:13,,796449980,9/29/2015 02:34:42,,,,,,,coughing,left to help,cool,feeling
802940784,false,finalized,8,10/8/2015 14:48:57,,,genuine,1.0,major headache,0.8718,9/25/2015 13:39:13,,796449981,9/29/2015 02:34:42,,,,,,,major headache,genuine,planning against us,miss working
802940785,false,finalized,8,10/7/2015 21:44:58,,,friend,0.5061,break,1.0,9/25/2015 13:39:13,,796449982,9/29/2015 02:34:42,,,,,,,friend,coloures,break,just too funny
802940786,false,finalized,8,10/7/2015 18:17:24,,,good hearing,1.0,in bad shape,1.0,9/25/2015 13:39:13,,796449983,9/29/2015 02:34:42,,,,,,,in bad shape,shuttle,nail,good hearing
802940787,false,finalized,8,10/8/2015 01:05:37,,,nice break,0.521,discuss,0.5105,9/25/2015 13:39:13,,796449984,9/29/2015 02:34:42,,,,,,,my fave player,discuss,cross my heart,nice break
802940788,false,finalized,8,10/7/2015 21:34:56,,,honestly,0.8832,dread,0.7407,9/25/2015 13:39:13,,796449985,9/29/2015 02:34:42,,,,,,,honestly,hate to admit,dread,spirit
802940789,false,finalized,8,10/7/2015 17:52:56,,,amazing things happened,1.0,smell,0.6248,9/25/2015 13:39:13,,796449986,9/29/2015 02:34:42,,,,,,,smell,full,amazing things happened,rail
802940790,false,finalized,8,10/7/2015 19:14:05,,,nice shot,0.879,sucks,1.0,9/25/2015 13:39:13,,796449987,9/29/2015 02:34:42,,,,,,,busy as usual,sucks,nice shot,crazy
802940791,false,finalized,8,10/7/2015 10:39:02,,,kind,0.8771,open wound,0.6463,9/25/2015 13:39:13,,796449988,9/29/2015 02:34:42,,,,,,,kind,tried my best,want to steal,open wound
802940792,false,finalized,8,10/8/2015 03:43:16,,,main,0.8988,dreading,0.6147,9/25/2015 13:39:13,,796449989,9/29/2015 02:34:42,,,,,,,dreading,shot,nervous,main
802940793,false,finalized,8,10/7/2015 13:42:14,,,ego boost,0.6241,bitter sweet,0.8763,9/25/2015 13:39:13,,796449990,9/29/2015 02:34:42,,,,,,,surprises,hows your break,ego boost,bitter sweet
802940794,false,finalized,8,10/7/2015 11:34:10,,,super,1.0,doesnt feel well,0.5041,9/25/2015 13:39:13,,796449991,9/29/2015 02:34:42,,,,,,,doesnt feel well,scary,luck is gone,super
802940795,false,finalized,8,10/7/2015 12:00:59,,,shooting star,0.7527,lone survivor,1.0,9/25/2015 13:39:13,,796449992,9/29/2015 02:34:42,,,,,,,paths,shooting star,lone survivor,holiday
802940796,false,finalized,8,10/7/2015 17:30:32,,,giant,0.8777,worst luck,0.7605,9/25/2015 13:39:13,,796449993,9/29/2015 02:34:42,,,,,,,hit,giant,small,worst luck
802940797,false,finalized,8,10/7/2015 20:14:41,,,celebratory gunfire,1.0,crying,1.0,9/25/2015 13:39:13,,796449994,9/29/2015 02:34:42,,,,,,,crying,fictional,slow,celebratory gunfire
802940798,false,finalized,8,10/7/2015 20:28:15,,,breaking free,0.5066,isn't long enough,0.5035,9/25/2015 13:39:13,,796449995,9/29/2015 02:34:42,,,,,,,split,breaking free,darn right,isn't long enough
802940799,false,finalized,8,10/7/2015 04:43:52,,,worth,0.6332,major pain,1.0,9/25/2015 13:39:13,,796449996,9/29/2015 02:34:42,,,,,,,worth,will never regret,slow drive,major pain
802940800,false,finalized,8,10/7/2015 13:01:21,,,#fridayfuel,1.0,bummed,0.758,9/25/2015 13:39:13,,796449997,9/29/2015 02:34:42,,,,,,,sour,#fridayfuel,main issue,bummed
802940801,false,finalized,8,10/8/2015 04:30:41,,,couldnt be happier,1.0,sensitive issue,0.8694,9/25/2015 13:39:13,,796449998,9/29/2015 02:34:42,,,,,,,couldnt be happier,looks,competition,sensitive issue
802940802,false,finalized,8,10/8/2015 11:09:00,,,fits,1.0,my fucking existence,0.8822,9/25/2015 13:39:13,,796449999,9/29/2015 02:34:42,,,,,,,bad dreams,fits,im stuck working,my fucking existence
802940803,false,finalized,8,10/8/2015 14:06:59,,,cool me down,0.4885,cool me down,0.392,9/25/2015 13:39:13,,796450000,9/29/2015 02:34:42,,,,,,,swallow,worth the pain,sneak peek,cool me down
802940804,false,finalized,8,10/8/2015 15:00:17,,,just couldn't resist,0.5195,anymore,0.7684,9/25/2015 13:39:13,,796450001,9/29/2015 02:34:42,,,,,,,just couldn't resist,let's,light rail,anymore
802940805,false,finalized,8,10/7/2015 11:40:03,,,best shit,1.0,poor effort,0.6281,9/25/2015 13:39:13,,796450002,9/29/2015 02:34:42,,,,,,,best shit,new comer,like a villain,poor effort
802940806,false,finalized,8,10/7/2015 17:33:55,,,chase your dreams,1.0,you're broke,1.0,9/25/2015 13:39:13,,796450003,9/29/2015 02:34:42,,,,,,,year gone,you're broke,chase your dreams,eye
802940807,false,finalized,8,10/7/2015 14:09:15,,,popular demand,0.8786,streak,0.7457,9/25/2015 13:39:13,,796450004,9/29/2015 02:34:42,,,,,,,popular demand,blind faith,full game,streak
802940808,false,finalized,8,10/7/2015 14:21:14,,,birthday,0.8715,post holiday blues,1.0,9/25/2015 13:39:13,,796450005,9/29/2015 02:34:42,,,,,,,post holiday blues,lost then found,birthday,author unknown
802940809,false,finalized,8,10/7/2015 19:28:56,,,throw rocks,0.6293,completely failed,0.8733,9/25/2015 13:39:13,,796450006,9/29/2015 02:34:42,,,,,,,completely failed,ignoring,throw rocks,dog found abandoned
802940810,false,finalized,8,10/8/2015 03:23:15,,,best winter break,0.876,heart breaking moment,0.876,9/25/2015 13:39:13,,796450007,9/29/2015 02:34:42,,,,,,,best winter break,didnt even call,heart breaking moment,live close
802940811,false,finalized,8,10/7/2015 20:57:36,,,pretty darn good,1.0,suicide,1.0,9/25/2015 13:39:13,,796450008,9/29/2015 02:34:42,,,,,,,suicide,pretty darn good,spent my money,want to cry
802940812,false,finalized,8,10/7/2015 15:45:04,,,drama free,1.0,ass,0.6251,9/25/2015 13:39:13,,796450009,9/29/2015 02:34:42,,,,,,,wasnt real,lost my job,ass,drama free
802940813,false,finalized,8,10/7/2015 07:19:12,,,damn straight,0.6243,agony,0.7381,9/25/2015 13:39:13,,796450010,9/29/2015 02:34:42,,,,,,,nasty,agony,rich boy,damn straight
802940814,false,finalized,8,10/8/2015 13:04:38,,,whiten your teeth,0.7718,worst dream ever,0.8658,9/25/2015 13:39:13,,796450011,9/29/2015 02:34:42,,,,,,,to crack open,whiten your teeth,fussy baby,worst dream ever
802940815,false,finalized,8,10/8/2015 11:43:15,,,no better feeling,1.0,mean,0.6173,9/25/2015 13:39:13,,796450012,9/29/2015 02:34:42,,,,,,,nuclear,hair,mean,no better feeling
802940816,false,finalized,8,10/7/2015 17:56:32,,,evening,0.8753,anger,1.0,9/25/2015 13:39:13,,796450013,9/29/2015 02:34:42,,,,,,,evening,plain,anger,bar
802940817,false,finalized,8,10/8/2015 03:19:47,,,eternal peace,1.0,slowly giving up,1.0,9/25/2015 13:39:13,,796450014,9/29/2015 02:34:42,,,,,,,eternal peace,slowly giving up,planning,cancer awareness
802940818,false,finalized,8,10/7/2015 19:44:01,,,church,1.0,like a failure,1.0,9/25/2015 13:39:13,,796450015,9/29/2015 02:34:42,,,,,,,fair warning,like a failure,church,collecting dust
802940819,false,finalized,8,10/7/2015 19:14:54,,,study,0.5049,love sucks,1.0,9/25/2015 13:39:13,,796450016,9/29/2015 02:34:42,,,,,,,hang,love sucks,study,refund
802940820,false,finalized,8,10/8/2015 03:20:20,,,replacement,0.6432,hunger,0.6258,9/25/2015 13:39:13,,796450017,9/29/2015 02:34:42,,,,,,,hunger,garbage,least,replacement
802940821,false,finalized,8,10/8/2015 13:04:38,,,heck yes,0.5069,smells,1.0,9/25/2015 13:39:13,,796450018,9/29/2015 02:34:42,,,,,,,stroke of luck,smells,mad props,heck yes
802940822,false,finalized,8,10/7/2015 23:10:26,,,never too hot,0.7507,super pissed,0.8865,9/25/2015 13:39:13,,796450019,9/29/2015 02:34:42,,,,,,,winter,back pain,never too hot,super pissed
802940823,false,finalized,8,10/8/2015 04:39:22,,,warm,0.5072,stop,0.8746,9/25/2015 13:39:13,,796450020,9/29/2015 02:34:42,,,,,,,stop,an allergy pill,warm,super chill
802940824,false,finalized,8,10/8/2015 14:38:39,,,laughing so hard,0.7689,enough,0.8625,9/25/2015 13:39:13,,796450021,9/29/2015 02:34:42,,,,,,,sososo,daughter,laughing so hard,enough
802940825,false,finalized,8,10/7/2015 20:15:57,,,ever,0.3756,crushed,1.0,9/25/2015 13:39:13,,796450022,9/29/2015 02:34:42,,,,,,,sheer,rocks,ever,crushed
802940826,false,finalized,8,10/7/2015 03:59:47,,,wisdom,0.7379,just broke up,0.7379,9/25/2015 13:39:13,,796450023,9/29/2015 02:34:42,,,,,,,that will suck,wisdom,continue,just broke up
802940827,false,finalized,8,10/7/2015 19:38:11,,,cold,0.5028,badly,0.757,9/25/2015 13:39:13,,796450024,9/29/2015 02:34:42,,,,,,,fall,cold,disagree,badly
802940828,false,finalized,8,10/7/2015 11:40:03,,,beautiful,1.0,hurts,1.0,9/25/2015 13:39:13,,796450025,9/29/2015 02:34:42,,,,,,,beautiful,hurts,lamb,frozen
802940829,false,finalized,8,10/7/2015 23:31:46,,,absolute blast,0.7484,friend died,1.0,9/25/2015 13:39:13,,796450026,9/29/2015 02:34:42,,,,,,,isnt it great,absolute blast,friend died,drama
802940830,false,finalized,8,10/7/2015 21:10:07,,,ahead,1.0,#dog #cruelty,1.0,9/25/2015 13:39:13,,796450027,9/29/2015 02:34:42,,,,,,,#dog #cruelty,exam,issue,ahead
802940831,false,finalized,8,10/7/2015 23:02:13,,,liked it too,0.8913,doesnt want me,1.0,9/25/2015 13:39:13,,796450028,9/29/2015 02:34:42,,,,,,,specific,liked it too,doesnt want me,extra slow
802940832,false,finalized,8,10/7/2015 23:00:23,,,crazy cool,1.0,fragile,0.6082,9/25/2015 13:39:13,,796450029,9/29/2015 02:34:42,,,,,,,loud,fragile,crazy cool,straight
802940833,false,finalized,8,10/7/2015 03:35:29,,,baby kick,0.8822,danger,0.7614,9/25/2015 13:39:13,,796450030,9/29/2015 02:34:42,,,,,,,loner,danger,strains,baby kick
802940834,false,finalized,8,10/7/2015 14:01:35,,,a little rest,1.0,impossible,0.3841,9/25/2015 13:39:13,,796450031,9/29/2015 02:34:42,,,,,,,hurricane,impossible,sick of working,a little rest
802940835,false,finalized,8,10/7/2015 03:10:17,,,bright moon,1.0,revenge,0.8821,9/25/2015 13:39:13,,796450032,9/29/2015 02:34:42,,,,,,,revenge,unusable,tooth,bright moon
802940836,false,finalized,8,10/8/2015 00:14:39,,,bright,0.7467,black,0.7681,9/25/2015 13:39:13,,796450033,9/29/2015 02:34:42,,,,,,,bright,recovers,weekends,black
802940837,false,finalized,8,10/7/2015 17:30:00,,,luv,0.8812,late evening,0.6221,9/25/2015 13:39:13,,796450034,9/29/2015 02:34:42,,,,,,,late evening,blast,shuttle launch,luv
802940838,false,finalized,8,10/7/2015 21:10:07,,,sad day indeed,0.6217,absolute nightmare,0.6315,9/25/2015 13:39:13,,796450035,9/29/2015 02:34:42,,,,,,,pretty ill,sad day indeed,fear,absolute nightmare
802940839,false,finalized,8,10/7/2015 20:31:10,,,angel,1.0,wicked,0.7569,9/25/2015 13:39:13,,796450036,9/29/2015 02:34:42,,,,,,,just got dumped,angel,wicked,trying to balance
802940840,false,finalized,8,10/8/2015 10:51:01,,,fucking love it,1.0,injury,0.7662,9/25/2015 13:39:13,,796450037,9/29/2015 02:34:42,,,,,,,fucking love it,slowly grow,split personality,injury
802940841,false,finalized,8,10/7/2015 11:53:09,,,blessed,0.6164,spent,0.6164,9/25/2015 13:39:13,,796450038,9/29/2015 02:34:42,,,,,,,dust,blessed,spent,crazy in love
802940842,false,finalized,8,10/7/2015 19:52:39,,,chilly,0.6327,like hell,1.0,9/25/2015 13:39:13,,796450039,9/29/2015 02:34:42,,,,,,,like hell,zombie,chilly,way too hot
802940843,false,finalized,8,10/7/2015 23:13:09,,,tiny and gorgeous,1.0,crap,1.0,9/25/2015 13:39:13,,796450040,9/29/2015 02:34:42,,,,,,,tiny and gorgeous,whatever helps you,nice try,crap
802940844,false,finalized,8,10/8/2015 01:21:06,,,need to smile,0.499,continue to fight,0.6123,9/25/2015 13:39:13,,796450041,9/29/2015 02:34:42,,,,,,,need to smile,ill follow back,continue to fight,court
802940845,false,finalized,8,10/7/2015 23:59:08,,,enjoying,1.0,loser,0.7508,9/25/2015 13:39:13,,796450042,9/29/2015 02:34:42,,,,,,,loser,no longer care,enjoying,warning
802940846,false,finalized,8,10/7/2015 15:09:07,,,averted,0.7499,snot,0.5004,9/25/2015 13:39:13,,796450043,9/29/2015 02:34:42,,,,,,,averted,augmented reality,snot,protest
802940847,false,finalized,8,10/7/2015 19:16:52,,,squeaky clean,0.6285,doesn't love me,1.0,9/25/2015 13:39:13,,796450044,9/29/2015 02:34:42,,,,,,,squeaky clean,doesn't love me,card,buddy
802940848,false,finalized,8,10/7/2015 19:42:56,,,duper,0.6317,i might cry,0.8767,9/25/2015 13:39:13,,796450045,9/29/2015 02:34:42,,,,,,,duper,rain,i might cry,jump
802940849,false,finalized,8,10/7/2015 13:43:21,,,moon,0.618,great sadness,0.6142,9/25/2015 13:39:13,,796450046,9/29/2015 02:34:42,,,,,,,sensitive,great sadness,gutted,moon
802940850,false,finalized,8,10/8/2015 15:26:42,,,success,1.0,suckage,0.6385,9/25/2015 13:39:13,,796450047,9/29/2015 02:34:42,,,,,,,suckage,you're impossible,success,busy
802940851,false,finalized,8,10/7/2015 14:01:35,,,full postcode,0.4818,barely afford,0.8792,9/25/2015 13:39:13,,796450048,9/29/2015 02:34:42,,,,,,,barely afford,player,full postcode,back from hospital
802940852,false,finalized,8,10/8/2015 03:20:54,,,bright spot,0.6554,cancer foundation,0.53,9/25/2015 13:39:13,,796450049,9/29/2015 02:34:42,,,,,,,happy accident,bright spot,back down south,cancer foundation
802940853,false,finalized,8,10/7/2015 19:07:03,,,just teasing you,0.6298,really bad dream,1.0,9/25/2015 13:39:13,,796450050,9/29/2015 02:34:42,,,,,,,really bad dream,just teasing you,football,barely
802940854,false,finalized,8,10/7/2015 20:41:50,,,funniest shit,0.375,funniest shit,0.3712,9/25/2015 13:39:13,,796450051,9/29/2015 02:34:42,,,,,,,a little present,funniest shit,laughing my ass,interested
802940855,false,finalized,8,10/7/2015 17:54:14,,,super good break,0.7619,news,0.8879,9/25/2015 13:39:13,,796450052,9/29/2015 02:34:42,,,,,,,news,great subject,super good break,a little cutie
802940856,false,finalized,8,10/7/2015 13:57:24,,,little details,0.5143,best revenge,0.7518,9/25/2015 13:39:13,,796450053,9/29/2015 02:34:42,,,,,,,little details,best revenge,going,gown
802940857,false,finalized,8,10/8/2015 14:27:34,,,expect nothing less,1.0,scary dream,0.7342,9/25/2015 13:39:13,,796450054,9/29/2015 02:34:42,,,,,,,overload,expect nothing less,scary dream,forget
802940858,false,finalized,8,10/7/2015 23:19:08,,,weapons,0.5015,absolute agony,1.0,9/25/2015 13:39:13,,796450055,9/29/2015 02:34:42,,,,,,,might be paranoid,absolute agony,bite,weapons
802940859,false,finalized,8,10/8/2015 02:43:37,,,fits perfectly,1.0,mad,1.0,9/25/2015 13:39:13,,796450056,9/29/2015 02:34:42,,,,,,,mad,close,poker,fits perfectly
802940860,false,finalized,8,10/7/2015 10:35:27,,,guilty pleasures,0.7742,headache,0.5065,9/25/2015 13:39:13,,796450057,9/29/2015 02:34:42,,,,,,,shame,spent the afternoon,guilty pleasures,headache
802940861,false,finalized,8,10/7/2015 17:38:59,,,long rest,1.0,refuse responsibility,0.5103,9/25/2015 13:39:13,,796450058,9/29/2015 02:34:42,,,,,,,long rest,blues,refuse responsibility,#expensive
802940862,false,finalized,8,10/8/2015 13:33:56,,,funky music,1.0,hard,0.869,9/25/2015 13:39:13,,796450059,9/29/2015 02:34:42,,,,,,,hard,funky music,agree to disagree,again
802941064,false,finalized,8,10/8/2015 15:01:11,,,positive,0.8693,leaving,1.0,9/25/2015 13:39:13,,796450060,9/29/2015 02:34:42,,,,,,,positive,margaritas,isn't he cute,leaving
802941065,false,finalized,8,10/7/2015 20:09:36,,,creature,1.0,hate dreams,0.505,9/25/2015 13:39:13,,796450061,9/29/2015 02:34:42,,,,,,,hate dreams,creature,curse word,actual tears
802941066,false,finalized,8,10/7/2015 20:17:12,,,coffee break,1.0,major suckage,0.6319,9/25/2015 13:39:13,,796450062,9/29/2015 02:34:42,,,,,,,coffee break,heart is breaking,let's forget,major suckage
802941067,false,finalized,8,10/7/2015 17:27:04,,,achievement,1.0,pain,1.0,9/25/2015 13:39:13,,796450063,9/29/2015 02:34:42,,,,,,,achievement,pain,breaking the rules,degree
802941068,false,finalized,8,10/8/2015 03:17:05,,,survivor,0.7429,stress,1.0,9/25/2015 13:39:13,,796450064,9/29/2015 02:34:42,,,,,,,stress,tips,low,survivor
802941069,false,finalized,8,10/8/2015 13:57:24,,,small achievement,1.0,plain sad,0.8649,9/25/2015 13:39:13,,796450065,9/29/2015 02:34:42,,,,,,,#dog,baby teeth,small achievement,plain sad
